,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SiteID,2204826,Site Timezone,-5,Data Timezone,0,Longitude,-78.3573608398,Latitude,34.1480827332
Year,Month,Day,Hour,Minute,surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa),relative humidity at 2m (%),surface precipitation rate (mm/h),wind speed at 10m (m/s),wind speed at 40m (m/s),wind speed at 60m (m/s),wind speed at 80m (m/s),wind speed at 100m (m/s),wind speed at 120m (m/s),wind speed at 140m (m/s),wind speed at 160m (m/s),wind speed at 200m (m/s),wind direction at 10m (deg),wind direction at 40m (deg),wind direction at 60m (deg),wind direction at 80m (deg),wind direction at 100m (deg),wind direction at 120m (deg),wind direction at 140m (deg),wind direction at 160m (deg),wind direction at 200m (deg),air temperature at 10m (C),air temperature at 40m (C),air temperature at 60m (C),air temperature at 80m (C),air temperature at 100m (C),air temperature at 120m (C),air temperature at 140m (C),air temperature at 160m (C),air temperature at 200m (C),density - DEPRECATED,power - DEPRECATED
2013,1,1,0,30,102250,101010,99810,60.65,0,2.42,5.98,7.5600000000000005,7.99,8.82,9.8,10.71,11.5,12.59,229.31,236.64000000000001,241.75,243.74,245.25,246.56,245.88,245.05,242.78,6.41,9.59,10.4,10.26,10.27,10.33,10.42,10.48,10.5,,
2013,1,1,1,30,102220,100970,99780,64.31,0,2.88,6.6000000000000005,8.290000000000001,9.59,10.47,11.14,11.57,11.89,12.200000000000001,239.39000000000001,244.51,247.58,248.96,249.57,249.87,249.18,248.16,244.59,6.55,8.8,9.540000000000001,10.13,10.370000000000001,10.48,10.51,10.540000000000001,10.65,,
2013,1,1,2,30,102190,100950,99750,70.83,0,2.58,6.45,8.59,10.31,11.540000000000001,12.51,13.3,13.93,14.46,227.14000000000001,242.04,251.08,253.66,254.93,255.64000000000001,255.93,256.12,255.47,4.72,7.7700000000000005,9.08,10.03,10.540000000000001,10.86,10.88,10.84,10.59,,
2013,1,1,3,30,102140,100900,99700,74.69,0,3.22,6.92,8.620000000000001,9.94,11.02,11.96,12.39,12.76,13.48,246.65,249.81,252.18,253.99,255.4,256.58,257.5,258.25,258.32,6.1000000000000005,8.99,9.94,10.11,10.290000000000001,10.450000000000001,10.42,10.38,10.33,,
2013,1,1,4,30,102060,100820,99620,80.21000000000001,0,2.99,7.62,9.9,10.83,11.51,12.040000000000001,12.46,12.81,13.23,257.76,259.2,260.68,262.19,263.39,264.39,263.49,262.24,258.17,5.9,9.19,10.290000000000001,10.5,10.51,10.43,10.48,10.540000000000001,10.620000000000001,,
2013,1,1,5,30,102000,100760,99570,78.83,0,3.42,7.61,9.56,10.47,11.26,11.950000000000001,12.39,12.73,13.01,254.39000000000001,256.08,257.92,260.22,261.55,262.41,262.08,261.48,258.76,6.8100000000000005,9.14,10,10.290000000000001,10.48,10.61,10.66,10.69,10.77,,
2013,1,1,6,30,101970,100720,99520,86.69,0,2.36,6.13,8.13,9.51,10.42,11.08,11.55,12.02,12.86,224.77,241.12,251.87,256.63,259.68,261.83,262.07,261.77,259.46,4.47,7.48,8.67,9.36,9.67,9.83,9.92,10.03,10.33,,
2013,1,1,7,30,101950,100700,99500,87.79,0,2.59,6.41,8.3,9.53,10.43,11.15,11.63,12.08,12.780000000000001,233.85,243.36,250.62,255.58,258.94,261.52,262.41,262.74,261.21,4.29,6.93,7.930000000000001,8.49,8.86,9.14,9.31,9.450000000000001,9.72,,
2013,1,1,8,30,101920,100670,99470,89.27,0,2.56,6.51,8.47,9.78,10.59,11.16,11.51,11.85,12.5,240.9,246.66,251.76000000000002,256.67,260,262.45,262.54,261.82,258.44,4.16,6.61,7.59,8.290000000000001,8.67,8.92,9.11,9.3,9.69,,
2013,1,1,9,30,101910,100660,99460,88.9,0,2.49,6.24,8.2,9.620000000000001,10.5,11.11,11.42,11.71,12.280000000000001,244.38,250.48000000000002,256.02,261.44,264.27,265.93,265.26,264.23,261.5,4.12,6.47,7.47,8.27,8.75,9.11,9.36,9.58,9.92,,
2013,1,1,10,30,101910,100660,99460,89.67,0,2.22,5.78,7.74,9.16,10.28,11.23,11.77,12.22,12.77,244.52,252.73000000000002,259.42,264.7,267.48,269.13,268.39,267.24,263.85,3.67,6.21,7.24,7.92,8.41,8.78,9.06,9.31,9.73,,
2013,1,1,11,30,101910,100660,99460,91.4,0,1.93,4.94,6.75,8.370000000000001,9.67,10.78,11.48,12.02,12.61,240.99,252.15,260.24,265,267.64,269.29,268.75,267.85,265.1,3.0300000000000002,5.09,6.05,6.92,7.62,8.19,8.67,9.08,9.68,,
2013,1,1,12,30,101900,100650,99450,93.10000000000001,0,1.79,5.55,7.8500000000000005,9.120000000000001,9.92,10.48,10.89,11.24,11.82,265.39,264.86,266.04,269.3,270.97,271.85,270.22,268.84000000000003,266.88,2.4,5.29,6.5600000000000005,7.4,8.03,8.540000000000001,9.11,9.52,9.870000000000001,,
2013,1,1,13,30,101900,100650,99450,83.31,0,3.02,4.64,5.5200000000000005,6.44,7.5200000000000005,8.66,9.59,10.28,10.85,269.04,269.25,269.63,270.43,271.39,272.4,271.05,269.83,268.11,6.16,6.21,6.36,6.640000000000001,7.29,8,8.98,9.63,9.88,,
2013,1,1,14,30,101880,100640,99440,79.24,0,2.16,2.84,3.2,3.69,4.92,6.7700000000000005,7.54,8.25,9.51,266.86,266.12,265.5,264.88,264.17,263.28000000000003,263.49,263.76,264.46,8.35,8.02,7.890000000000001,7.7700000000000005,7.95,8.22,8.74,9.19,9.88,,
2013,1,1,15,30,101810,100580,99390,74.54,0,2.3000000000000003,3.0700000000000003,3.38,3.6,3.91,4.25,5.18,6.26,8.71,267.01,266.03000000000003,265.36,264.73,264.22,263.78000000000003,264.16,264.43,264.2,11.22,10.8,10.620000000000001,10.450000000000001,10.31,10.18,10.11,10.1,10.44,,
2013,1,1,16,30,101760,100540,99360,70.12,0,3.19,4.22,4.61,4.82,4.97,5.08,5.17,5.26,5.47,265.28000000000003,264.95,264.73,264.47,264.2,263.94,263.66,263.39,262.84000000000003,13.51,13.02,12.8,12.59,12.39,12.200000000000001,12.01,11.83,11.46,,
2013,1,1,17,30,101690,100480,99300,70.43,0,3.7,4.93,5.38,5.62,5.79,5.91,6.01,6.09,6.24,268.95,268.49,268.15,267.83,267.53000000000003,267.24,266.94,266.66,266.09000000000003,14.61,14.09,13.86,13.63,13.43,13.23,13.030000000000001,12.85,12.47,,
2013,1,1,18,30,101650,100440,99260,71.47,0,3.59,4.78,5.23,5.48,5.65,5.78,5.87,5.96,6.09,259.41,259.19,259.05,258.9,258.74,258.59000000000003,258.43,258.28000000000003,257.98,15.31,14.8,14.57,14.35,14.14,13.94,13.74,13.55,13.16,,
2013,1,1,19,30,101590,100390,99210,71.13,0,3.43,4.5600000000000005,4.99,5.22,5.38,5.5,5.58,5.65,5.75,255.03,255.07,255.1,255.09,255.06,255.02,254.98000000000002,254.94,254.84,15.76,15.3,15.09,14.870000000000001,14.66,14.46,14.26,14.07,13.68,,
2013,1,1,20,30,101540,100330,99160,71.03,0,3.2600000000000002,4.39,4.8100000000000005,5.04,5.22,5.3500000000000005,5.44,5.5200000000000005,5.64,251.3,251.29,251.22,251.1,250.98000000000002,250.85,250.71,250.58,250.27,15.94,15.58,15.39,15.18,14.99,14.790000000000001,14.59,14.4,14.01,,
2013,1,1,21,30,101510,100310,99140,83.84,0,1.4000000000000001,3.12,3.86,4.4,4.8,5.1000000000000005,5.32,5.5,5.8,270.76,265.94,262.63,261.16,260.13,259.38,258.66,257.98,256.31,15.07,15.4,15.36,15.23,15.07,14.9,14.71,14.530000000000001,14.15,,
