,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SiteID,2257000,Site Timezone,-5,Data Timezone,0,Longitude,-76.8086547852,Latitude,35.713558197
Year,Month,Day,Hour,Minute,surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa),relative humidity at 2m (%),surface precipitation rate (mm/h),wind speed at 10m (m/s),wind speed at 40m (m/s),wind speed at 60m (m/s),wind speed at 80m (m/s),wind speed at 100m (m/s),wind speed at 120m (m/s),wind speed at 140m (m/s),wind speed at 160m (m/s),wind speed at 200m (m/s),wind direction at 10m (deg),wind direction at 40m (deg),wind direction at 60m (deg),wind direction at 80m (deg),wind direction at 100m (deg),wind direction at 120m (deg),wind direction at 140m (deg),wind direction at 160m (deg),wind direction at 200m (deg),air temperature at 10m (C),air temperature at 40m (C),air temperature at 60m (C),air temperature at 80m (C),air temperature at 100m (C),air temperature at 120m (C),air temperature at 140m (C),air temperature at 160m (C),air temperature at 200m (C),density - DEPRECATED,power - DEPRECATED
2011,1,1,0,30,102410,101160,99960,89.72,0,2.37,5.26,6.08,6.34,6.44,6.51,6.7,6.88,7.19,202.37,207.65,211.35,214.39000000000001,216.62,218.48000000000002,220.99,223.28,227.56,6.55,9.49,10.200000000000001,10.290000000000001,10.18,10.05,10.09,10.1,10.040000000000001,,
2011,1,1,1,30,102410,101170,99970,104.71000000000001,0,2.45,5.65,6.68,7.11,7.3,7.41,7.5,7.5600000000000005,7.6000000000000005,196.43,207.78,213.98000000000002,217.06,219.71,221.95000000000002,223.89000000000001,225.72,229.31,5.93,9.120000000000001,9.99,10.22,10.16,10.07,10.17,10.23,10.25,,
2011,1,1,2,30,102420,101170,99970,110,0,2.5100000000000002,5.5600000000000005,6.46,6.83,6.9,6.9,7.0200000000000005,7.12,7.28,193.01,203.74,210.61,215.63,218.70000000000002,220.97,223.64000000000001,226.06,230.46,5.67,8.790000000000001,9.700000000000001,10.01,10,9.93,10.08,10.200000000000001,10.31,,
2011,1,1,3,30,102370,101130,99930,110,0,2.5100000000000002,5.72,6.69,7,7.08,7.12,7.25,7.3500000000000005,7.51,197.73000000000002,206.88,213.3,218.32,221.68,224.29,226.89000000000001,229.19,233.18,5.5600000000000005,8.65,9.59,9.93,10,10.03,10.32,10.540000000000001,10.74,,
2011,1,1,4,30,102340,101090,99900,101.07000000000001,0,2.17,4.97,6.28,6.99,7.25,7.37,7.61,7.8100000000000005,8.08,209.41,212.28,216.33,221.71,225.15,227.68,229.56,231.15,233.65,5.64,7.7700000000000005,8.94,9.89,10.3,10.57,10.93,11.18,11.38,,
2011,1,1,5,30,102320,101070,99880,101.07000000000001,0,2.18,4.82,6.18,7.2,7.53,7.68,7.99,8.27,8.75,208.93,212.49,217.20000000000002,223.44,226.46,228.41,229.89000000000001,231.13,232.92000000000002,5.69,7.0200000000000005,8.28,9.790000000000001,10.25,10.47,10.83,11.09,11.39,,
2011,1,1,6,30,102320,101070,99870,103.81,0.4,1.57,4.46,6.08,7.28,7.79,8.08,8.33,8.58,9.02,207.93,217.73000000000002,223.6,225.99,226.31,226.09,226.13,226.32,227.37,5.93,6.92,7.19,7.19,9.11,11.1,11.36,11.55,11.75,,
2011,1,1,7,30,102310,101050,99860,101.32000000000001,0.4,1.78,4.17,5.62,7.07,8.02,8.73,9.11,9.43,9.93,211.89000000000001,219.11,222.52,223.14000000000001,222.71,222.18,222.6,223.02,224.06,6.03,6.16,6.18,6.15,8.68,11.19,11.77,12.14,12.3,,
2011,1,1,8,30,102290,101040,99850,102.59,0,1.1400000000000001,3.37,4.91,6.61,7.97,9.11,9.65,10.06,10.59,227.07,224.35,223.47,224.29,224.49,224.48000000000002,224.23000000000002,224.06,224.16,5.69,6.05,6.65,7.5600000000000005,8.26,9.03,11.17,12.48,12.94,,
